Status,Credit.Grade,Amount,Age,Borrower.Rate,Debt.To.Income.Ratio
Current,B,8500,4,0.1325,0.17
Current,B,5000,3,0.15,0.17
Current,B,25000,3,0.17,0.17
Current,B,12500,3,0.13,0.17
Current,B,3001,3,0.093,0.17
Current,B,14000,2,0.128,0.17
Current,B,4100,1,0.11,0.17
Current,B,10000,2,0.17,0.17
Current,B,8863,2,0.1241,0.17
Current,B,1650,2,0.108,0.17
Current,B,14000,7,0.148,0.17
Current,B,4500,8,0.118,0.17
Current,B,12500,1,0.16,0.17
Current,B,1500,0,0.099,0.17
Current,C,5000,4,0.1375,0.17
Current,C,2550,1,0.11,0.17
Current,C,5000,1,0.133,0.17
Current,C,6000,0,0.14,0.17
Current,C,6600,8,0.17,0.17
Current,C,5650,4,0.15,0.17
Current,C,15000,2,0.2,0.17
Current,C,4500,5,0.1595,0.17
Current,C,7500,3,0.15,0.17
Current,C,12500,2,0.17,0.17
Current,C,5000,7,0.1495,0.17
Current,C,6500,8,0.215,0.17
Current,C,2108,8,0.16,0.17
Current,C,1000,8,0.1525,0.17
Current,C,6001,5,0.143,0.17
Current,C,5000,6,0.16,0.17
Current,C,8000,6,0.175,0.17
Current,C,8000,3,0.15,0.17
Current,C,3000,7,0.175,0.17
Current,C,4000,5,0.146,0.17
Current,C,4000,4,0.17,0.17
Current,C,3001,7,0.174,0.17
Current,C,3000,3,0.15,0.17
Current,C,7500,3,0.145,0.17
Current,C,3000,6,0.157,0.17
Current,C,1300,7,0.1255,0.17
Current,C,1000,1,0.129,0.17
Current,C,3000,8,0.15,0.17
Current,C,7500,3,0.148,0.17
Current,D,5000,2,0.147,0.17
Current,D,5000,3,0.19,0.17
Current,D,5000,3,0.1795,0.17
Current,D,1800,4,0.178,0.17
Current,D,4300,1,0.125,0.17
Current,D,3000,5,0.22,0.17
Current,D,5000,3,0.246,0.17
Current,D,6000,6,0.28,0.17
Current,D,5000,6,0.1775,0.17
Current,D,5000,8,0.2375,0.17
Current,D,15000,5,0.2075,0.17
Current,D,8000,1,0.185,0.17
Current,D,6001,4,0.2,0.17
Current,D,11500,5,0.235,0.17
Current,D,5000,5,0.25,0.17
Current,D,4000,1,0.1614,0.17
Current,D,5500,2,0.18,0.17
Current,D,3400,1,0.15,0.17
Current,D,3000,6,0.253,0.17
Current,D,7500,4,0.13,0.17
Current,D,12500,5,0.1749,0.17
Current,D,8000,3,0.2145,0.17
Current,D,23700,1,0.2,0.17
Current,D,2000,1,0.192,0.17
Current,D,4000,0,0.17,0.17
Current,E,4000,4,0.1995,0.17
Current,E,3500,1,0.176,0.17
Current,E,2500,6,0.2675,0.17
Current,E,1800,1,0.2295,0.17
Current,E,2550,3,0.1925,0.17
Current,E,10000,1,0.25,0.17
Current,E,1500,1,0.2375,0.17
Current,E,3000,3,0.259,0.17
Current,E,3500,2,0.24,0.17
Current,E,10000,1,0.25,0.17
Current,E,1300,2,0.195,0.17
Current,E,3300,1,0.24,0.17
Current,E,3050,5,0.274,0.17
Current,E,3000,4,0.29,0.17
Current,E,1000,3,0.2375,0.17
Current,E,5000,3,0.29,0.17
Current,E,6001,4,0.23,0.17
Current,E,3750,4,0.29,0.17
Current,E,4000,3,0.2539,0.17
Current,E,2500,4,0.237,0.17
Current,E,1000,7,0.18,0.17
Current,E,3000,3,0.22,0.17
Current,E,1500,3,0.2,0.17
Current,E,3000,5,0.26,0.17
Current,E,2100,4,0.244,0.17
Current,E,6000,5,0.29,0.17
Current,E,3500,3,0.29,0.17
Current,E,2550,7,0.23,0.17
Current,E,1200,7,0.2875,0.17
Current,E,2500,6,0.22,0.17
Current,E,1125,1,0.1645,0.17
Current,E,3000,5,0.29,0.17
Current,E,2000,7,0.24,0.17
Current,E,2550,1,0.2223,0.17
Current,E,3001,3,0.2888,0.17
Current,E,2501,3,0.2844,0.17
Current,E,3900,4,0.29,0.17
Current,E,1500,6,0.234,0.17
Current,E,3000,7,0.22,0.17
Current,E,2550,3,0.29,0.17
Current,HR,1800,3,0.24,0.17
Current,HR,2500,3,0.29,0.17
Current,HR,1500,7,0.2,0.17
Current,HR,6000,4,0.29,0.17
Current,HR,2550,3,0.27,0.17
Current,HR,3000,5,0.2825,0.17
Current,HR,2250,4,0.29,0.17
Current,HR,3500,1,0.22,0.17
Current,HR,2950,7,0.28,0.17
Current,HR,3300,6,0.24,0.17
Current,HR,3000,4,0.29,0.17
Current,HR,1000,4,0.11,0.17
Current,HR,2700,1,0.29,0.17
Current,HR,3000,1,0.28,0.17
Current,HR,1000,7,0.2875,0.17
Current,HR,3500,2,0.29,0.17
Current,HR,1000,5,0.29,0.17
Current,HR,2770,1,0.29,0.17
Current,HR,6500,2,0.29,0.17
Current,HR,2550,5,0.29,0.17
Current,HR,5000,5,0.23,0.17
Current,HR,2500,2,0.29,0.17
Current,HR,1000,2,0.2,0.17
Current,HR,1200,2,0.29,0.17
Current,HR,4000,1,0.21,0.17
Current,HR,2550,1,0.2208,0.17
Current,HR,3500,3,0.2325,0.17
Current,HR,1000,1,0.15,0.17
Current,HR,1000,8,0.23,0.17
Late,HR,7000,5,0.27,0.17
Late,HR,6001,4,0.1775,0.17
Late,C,7000,8,0.21,0.17
Late,E,3000,5,0.2675,0.17
Late,E,4000,6,0.225,0.17
Late,HR,3000,5,0.29,0.17
Late,E,3500,7,0.2875,0.17
Late,HR,3900,3,0.29,0.17
Late,HR,2500,7,0.2875,0.17
Late,HR,3120,4,0.24,0.17
Current,B,2780,10,0.1,0.171
Current,D,2800,8,0.1775,0.171
Late,D,2500,8,0.24,0.171
Current,AA,10000,11,0.07,0.172
Current,B,12000,10,0.13,0.172
Current,B,3001,9,0.1205,0.172
Current,C,6001,9,0.176,0.172
Current,HR,3000,10,0.3575,0.172
Current,E,7000,8,0.2375,0.173
Current,E,3100,9,0.3575,0.173
Current,HR,4000,9,0.3575,0.173
Late,D,2000,9,0.2375,0.173
Current,AA,9000,8,0.1095,0.174
Current,C,2000,10,0.1275,0.174
Current,C,5000,9,0.15,0.174
Current,D,5000,8,0.2375,0.175
Current,E,2000,8,0.2375,0.175
Late,HR,2550,9,0.3575,0.175
Current,C,1900,9,0.14,0.176
Current,E,3000,10,0.2,0.176
Current,B,22000,11,0.11,0.177
Current,D,8000,11,0.1,0.177
Current,D,3500,8,0.235,0.177
Current,E,2000,9,0.1775,0.177
Current,E,3100,10,0.3,0.177
Default,E,3000,8,0.24,0.177
Late,A,3000,11,0.1575,0.177
Current,C,4000,9,0.1415,0.178
Current,C,10000,10,0.145,0.178
Current,C,3000,10,0.111,0.178
Current,HR,3500,8,0.2375,0.178
Current,A,1000,10,0.075,0.179
Current,D,5000,9,0.1995,0.179
Current,D,3001,9,0.2225,0.179
Default,D,3000,10,0.2,0.179
Current,A,3500,4,0.095,0.18
Current,A,3500,7,0.1025,0.18
Current,A,1500,7,0.08,0.18
Current,A,14500,9,0.125,0.18
Current,A,8700,3,0.1007,0.18
Current,A,5000,6,0.124,0.18
Current,A,3000,7,0.0945,0.18
Current,A,24000,5,0.15,0.18
Current,A,25000,4,0.15,0.18
Current,A,25000,3,0.121,0.18
Current,A,7500,4,0.125,0.18
Current,A,3000,4,0.1,0.18
Current,A,5000,5,0.11,0.18
Current,A,12000,1,0.09,0.18
Current,A,9000,1,0.095,0.18
Current,A,8900,3,0.098,0.18
Current,A,10000,5,0.1083,0.18
Current,A,3001,2,0.0885,0.18
Current,A,9500,8,0.13,0.18
Current,A,2500,1,0.11,0.18
Current,AA,8000,3,0.08,0.18
Current,AA,11000,4,0.11,0.18
Current,AA,17000,3,0.13,0.18
Current,AA,20000,7,0.1162,0.18
Current,AA,16000,3,0.1009,0.18
Current,AA,5050,1,0.0875,0.18
Current,AA,3000,4,0.0862,0.18
Current,AA,7000,6,0.12,0.18
Current,B,16000,8,0.15,0.18
Current,B,3000,6,0.158,0.18
Current,B,5000,6,0.218,0.18
Current,B,3000,5,0.107,0.18
Current,B,1000,2,0.0874,0.18
Current,B,25000,5,0.1849,0.18
Current,B,5000,3,0.108,0.18
Current,B,10000,4,0.12,0.18
Current,B,15000,7,0.13,0.18
Current,B,2000,2,0.1,0.18
Current,B,10000,7,0.13,0.18
Current,B,20000,4,0.16,0.18
Current,B,15000,3,0.133,0.18
Current,B,10000,3,0.14,0.18
Current,B,5500,5,0.1475,0.18
Current,B,2000,1,0.1114,0.18
Current,B,10000,4,0.1255,0.18
Current,C,7866,4,0.22,0.18
Current,C,3500,7,0.2075,0.18
Current,C,3000,7,0.15,0.18
Current,C,4000,2,0.15,0.18
Current,C,15000,2,0.1695,0.18
Current,C,15000,2,0.195,0.18
Current,C,7000,2,0.14,0.18
Current,C,6000,5,0.16,0.18
Current,C,7500,3,0.17,0.18
Current,C,5000,1,0.15,0.18
Current,C,10200,3,0.205,0.18
Current,C,3900,3,0.2,0.18
Current,C,3300,6,0.16,0.18
Current,C,9000,5,0.1505,0.18
Current,C,10000,6,0.15,0.18
Current,C,2900,8,0.15,0.18
Current,C,10000,4,0.2,0.18
Current,C,15000,7,0.2,0.18
Current,C,3500,4,0.149,0.18
Current,C,6500,3,0.15,0.18
Current,C,7200,7,0.1495,0.18
Current,C,3000,5,0.1655,0.18
Current,C,1250,7,0.1175,0.18
Current,C,3500,3,0.21,0.18
Current,D,13087,5,0.29,0.18
Current,D,2600,7,0.25,0.18
Current,D,2250,6,0.238,0.18
Current,D,1000,6,0.2,0.18
Current,D,6000,4,0.25,0.18
Current,D,2550,3,0.25,0.18
Current,D,3000,5,0.15,0.18
Current,D,3000,7,0.2,0.18
Current,D,1700,6,0.1375,0.18
Current,D,9500,6,0.1775,0.18
Current,D,3000,6,0.1695,0.18
Current,D,7000,5,0.24,0.18
Current,D,7700,2,0.24,0.18
Current,D,3100,4,0.21,0.18
Current,D,4550,1,0.2245,0.18
Current,D,1001,3,0.27,0.18
Current,D,5000,2,0.2421,0.18
Current,D,3000,2,0.11,0.18
Current,D,2501,3,0.185,0.18
Current,D,5000,2,0.25,0.18
Current,D,5000,2,0.146,0.18
Current,D,1500,1,0.1645,0.18
Current,D,1500,2,0.14,0.18
Current,D,9000,1,0.215,0.18
Current,D,1500,3,0.17,0.18
Current,D,1500,1,0.226,0.18
Current,E,6500,0,0.22,0.18
Current,E,8000,1,0.29,0.18
Current,E,3000,6,0.254,0.18
Current,E,3274,1,0.22,0.18
Current,E,2200,1,0.2,0.18
Current,E,1500,6,0.2305,0.18
Current,E,1500,2,0.29,0.18
Current,E,1000,1,0.289,0.18
Current,E,2000,2,0.26,0.18
Current,E,3000,2,0.29,0.18
Current,E,2000,1,0.2034,0.18
Current,E,2300,5,0.25,0.18
Current,E,1350,2,0.17,0.18
Current,E,5000,10,0.375,0.18
Current,E,1000,4,0.274,0.18
Current,E,3000,1,0.199,0.18
Current,E,2700,5,0.28,0.18
Current,E,3000,4,0.29,0.18
Current,E,1800,6,0.204,0.18
Current,E,3001,7,0.21,0.18
Current,E,3000,3,0.27,0.18
Current,E,5000,2,0.1899,0.18
Current,E,2000,4,0.24,0.18
Current,E,1225,6,0.224,0.18
Current,E,5500,8,0.28,0.18
Current,E,1500,1,0.1497,0.18
Current,E,4550,11,0.15,0.18
Current,E,10000,3,0.29,0.18
Current,E,4000,6,0.2425,0.18
Current,E,3500,1,0.24,0.18
Current,E,5000,2,0.29,0.18
Current,E,3000,9,0.2375,0.18
Current,HR,5000,10,0.4,0.18
Current,HR,2550,6,0.28,0.18
Current,HR,3700,6,0.075,0.18
Current,HR,3000,6,0.205,0.18
Current,HR,6000,4,0.1695,0.18
Current,HR,6000,6,0.237,0.18
Current,HR,1000,7,0.27,0.18
Current,HR,3035,5,0.28,0.18
Current,HR,1000,2,0.25,0.18
Current,HR,2600,5,0.29,0.18
Current,HR,1500,5,0.23,0.18
Current,HR,3001,3,0.29,0.18
Current,HR,5000,6,0.2825,0.18
Current,HR,1500,4,0.29,0.18
Current,HR,2600,5,0.192,0.18
Current,HR,1500,3,0.29,0.18
Current,HR,1000,3,0.11,0.18
Current,HR,1000,1,0.17,0.18
Current,HR,1700,4,0.17,0.18
Current,HR,1000,1,0.29,0.18
Current,HR,5000,3,0.015,0.18
Current,HR,3500,3,0.17,0.18
Current,HR,4500,3,0.0099,0.18
Current,HR,2000,2,0.29,0.18
Current,HR,2550,2,0.29,0.18
Current,HR,1300,5,0.29,0.18
Current,HR,1000,2,0.24,0.18
Current,HR,1000,2,0.27,0.18
Current,HR,1000,1,0.17,0.18
Current,HR,2500,1,0.2485,0.18
Current,HR,3000,1,0.2,0.18
Current,HR,2550,1,0.25,0.18
Current,HR,3000,1,0.29,0.18
Late,B,6500,5,0.138,0.18
Late,C,5000,5,0.18,0.18
Late,D,2700,5,0.22,0.18
Late,E,12000,4,0.27,0.18
Late,HR,3000,5,0.29,0.18
Late,A,10000,4,0.14,0.18
Late,E,5000,4,0.26,0.18
Late,E,4300,7,0.247,0.18
Late,E,3000,2,0.24,0.18
Late,HR,4500,3,0.2885,0.18
Current,B,2500,9,0.08,0.181
Current,D,4000,8,0.23,0.181
Default,HR,1000,9,0.2375,0.181
Current,A,3000,9,0.1025,0.182
Current,C,12130,11,0.115,0.182
Current,HR,5000,9,0.3575,0.182
Late,E,3001,9,0.2075,0.182
Current,B,9500,8,0.1325,0.183
Current,B,10000,10,0.17,0.183
Current,D,10000,11,0.12,0.183
Current,E,16000,9,0.3575,0.183
Late,HR,5000,10,0.32,0.183
Current,AA,6000,10,0.0775,0.184
Current,C,10000,11,0.1,0.184
Current,D,3000,9,0.22,0.184
Current,E,3000,10,0.3575,0.184
Current,C,5000,9,0.145,0.185
Current,C,1500,10,0.15,0.185
Current,D,2000,9,0.23,0.185
Default,C,3200,9,0.14,0.185
Current,AA,17000,8,0.1183,0.186
Late,E,6000,9,0.35,0.186
Current,B,5500,9,0.114,0.187
Current,E,3001,8,0.2375,0.187
Current,AA,20000,9,0.105,0.188
Current,D,4000,8,0.2375,0.188
Current,HR,1000,11,0.2,0.189
Current,A,5500,5,0.135,0.19
Current,A,12000,3,0.13,0.19
Current,A,25000,3,0.12,0.19
Current,A,1527,1,0.0784,0.19
Current,A,5000,2,0.09,0.19
Current,A,4000,3,0.1,0.19
Current,A,8500,5,0.127,0.19
Current,A,9500,4,0.1035,0.19
Current,A,3000,7,0.086,0.19
Current,A,5000,5,0.1025,0.19
Current,A,5000,6,0.0999,0.19
Current,A,4000,2,0.09,0.19
Current,A,2550,1,0.081,0.19
Current,A,1000,2,0.07,0.19
Current,A,10000,1,0.0925,0.19
Current,A,1000,1,0.075,0.19
Current,AA,2500,6,0.08,0.19
Current,AA,19500,1,0.1,0.19
Current,AA,10000,1,0.0875,0.19
Current,AA,14900,5,0.1061,0.19
Current,AA,8500,7,0.105,0.19
Current,AA,2500,6,0.0765,0.19
Current,AA,3000,3,0.0889,0.19
Current,AA,2900,4,0.085,0.19
Current,AA,2500,4,0.0845,0.19
Current,AA,15000,6,0.1,0.19
Current,B,4620,6,0.1175,0.19
Current,B,15000,4,0.1425,0.19
Current,B,10000,5,0.1556,0.19
Current,B,8000,3,0.25,0.19
Current,B,1000,3,0.09,0.19
Current,B,5000,5,0.14,0.19
Current,B,3000,4,0.1,0.19
Current,B,11000,5,0.1403,0.19
Current,B,10000,4,0.1238,0.19
Current,B,10000,8,0.1353,0.19
Current,B,10000,8,0.1353,0.19
Current,B,5000,1,0.1,0.19
Current,B,6000,0,0.1,0.19
Current,B,7000,2,0.135,0.19
Current,B,3100,3,0.11,0.19
Current,B,2550,2,0.21,0.19
Current,C,4000,5,0.17,0.19
Current,C,4000,7,0.145,0.19
Current,C,5700,2,0.183,0.19
Current,C,5000,2,0.18,0.19
Current,C,11000,2,0.2,0.19
Current,C,16000,1,0.18,0.19
Current,C,3000,5,0.163,0.19
Current,C,3500,1,0.1295,0.19
Current,C,7000,4,0.1475,0.19
Current,C,6001,3,0.1299,0.19
Current,C,8000,4,0.14,0.19
Current,C,2000,5,0.2,0.19
Current,C,1200,5,0.1148,0.19
Current,C,1300,7,0.1575,0.19
Current,C,5000,7,0.1625,0.19
Current,C,3000,3,0.15,0.19
Current,C,7000,3,0.155,0.19
Current,C,1500,5,0.15,0.19
Current,C,11000,5,0.21,0.19
Current,C,5000,6,0.15,0.19
Current,C,3000,7,0.208,0.19
Current,C,10000,7,0.154,0.19
Current,C,12950,3,0.149,0.19
Current,C,7000,6,0.138,0.19
Current,C,12000,1,0.195,0.19
Current,C,6001,8,0.15,0.19
Current,C,7500,3,0.17,0.19
Current,C,8000,7,0.1424,0.19
Current,C,5000,3,0.18,0.19
Current,C,5000,2,0.15,0.19
Current,C,5000,5,0.24,0.19
Current,C,2000,5,0.18,0.19
Current,C,3000,5,0.166,0.19
Current,C,10000,6,0.14,0.19
Current,D,6001,3,0.23,0.19
Current,D,4900,8,0.23,0.19
Current,D,3000,7,0.2,0.19
Current,D,10000,6,0.176,0.19
Current,D,3000,7,0.189,0.19
Current,D,4000,5,0.225,0.19
Current,D,3000,6,0.1999,0.19
Current,D,8000,6,0.16,0.19
Current,D,5000,5,0.25,0.19
Current,D,5500,5,0.27,0.19
Current,D,5000,5,0.24,0.19
Current,D,5000,5,0.2,0.19
Current,D,6001,4,0.185,0.19
Current,D,5000,4,0.17,0.19
Current,D,5255,3,0.15,0.19
Current,D,3000,5,0.2,0.19
Current,D,1000,10,0.1025,0.19
Current,D,12000,6,0.165,0.19
Current,D,2750,3,0.1235,0.19
Current,D,7000,7,0.225,0.19
Current,D,5200,5,0.1997,0.19
Current,D,1500,2,0.17,0.19
Current,D,4000,6,0.17,0.19
Current,D,3000,7,0.262,0.19
Current,D,2550,3,0.22,0.19
Current,D,10000,4,0.2075,0.19
Current,D,3500,3,0.17,0.19
Current,D,7500,1,0.1849,0.19
Current,D,1500,8,0.1525,0.19
Current,D,1000,1,0.15,0.19
Current,D,10000,1,0.212,0.19
Current,D,2000,2,0.19,0.19
Current,D,3000,3,0.1875,0.19
Current,D,3000,5,0.2145,0.19
Current,E,2550,1,0.29,0.19
Current,E,2500,1,0.205,0.19
Current,E,2500,7,0.2075,0.19
Current,E,2300,1,0.15,0.19
Current,E,1200,0,0.17,0.19
Current,E,3000,2,0.29,0.19
Current,E,2500,1,0.1615,0.19
Current,E,2000,2,0.24,0.19
Current,E,4000,3,0.1,0.19
Current,E,4500,1,0.2,0.19
Current,E,1000,3,0.22,0.19
Current,E,2900,3,0.1905,0.19
Current,E,2550,1,0.214,0.19
Current,E,2500,1,0.239,0.19
Current,E,3000,2,0.2395,0.19
Current,E,4500,1,0.28,0.19
Current,E,2750,5,0.29,0.19
Current,E,1911,3,0.2895,0.19
Current,E,4500,1,0.25,0.19
Current,E,7575,1,0.29,0.19
Current,E,3000,2,0.2395,0.19
Current,E,4000,1,0.29,0.19
Current,E,5000,7,0.2454,0.19
Current,E,3250,6,0.28,0.19
Current,E,2770,3,0.29,0.19
Current,E,3001,8,0.225,0.19
Current,E,1500,7,0.23,0.19
Current,E,3500,6,0.28,0.19
Current,E,5000,10,0.32,0.19
Current,E,2550,4,0.265,0.19
Current,E,3000,5,0.284,0.19
Current,E,3500,5,0.28,0.19
Current,E,3000,5,0.2089,0.19
Current,E,2400,7,0.21,0.19
Current,E,1000,7,0.2875,0.19
Current,E,6000,0,0.26,0.19
Current,E,5000,2,0.29,0.19
Current,E,1750,4,0.222,0.19
Current,E,1001,2,0.233,0.19
Current,E,5000,1,0.26,0.19
Current,HR,1000,1,0.25,0.19
Current,HR,3998,2,0.25,0.19
Current,HR,2000,2,0.29,0.19
Current,HR,2500,7,0.23,0.19
Current,HR,1500,5,0.29,0.19
Current,HR,7950,5,0.25,0.19
Current,HR,6000,7,0.28,0.19
Current,HR,2550,7,0.24,0.19
Current,HR,1000,4,0.2695,0.19
Current,HR,1000,2,0.15,0.19
Current,HR,2550,1,0.29,0.19
Current,HR,2550,1,0.29,0.19
Current,HR,1750,2,0.2,0.19
Current,HR,1100,1,0.29,0.19
Current,HR,2000,3,0.28,0.19
Current,HR,2000,2,0.28,0.19
Current,HR,2000,2,0.15,0.19
Current,HR,1000,7,0.2875,0.19
Current,HR,1000,1,0.15,0.19
Current,HR,3000,1,0.16,0.19
Current,HR,7600,1,0.23,0.19
Current,NC,4000,4,0.27,0.19
Late,B,13500,8,0.142,0.19
Late,E,1200,6,0.2475,0.19
Late,E,5000,5,0.29,0.19
Late,D,4000,7,0.2375,0.19
Late,D,3500,7,0.1985,0.19
Late,D,5000,5,0.25,0.19
Late,HR,3100,7,0.25,0.19
Current,AA,3000,8,0.0775,0.191
Current,B,5000,10,0.0925,0.191
Current,C,10000,8,0.1675,0.191
Current,D,2000,9,0.1575,0.191
Current,AA,18000,9,0.115,0.192
Current,B,2500,9,0.149,0.192
Current,C,14900,11,0.1201,0.192
Current,C,2000,8,0.205,0.192
Current,D,1000,8,0.1775,0.192
Current,C,5000,10,0.3575,0.193
Current,D,3000,8,0.24,0.193
Current,D,6500,9,0.205,0.193
Current,E,4000,8,0.2375,0.193
Default,HR,2550,10,0.35,0.193
Current,A,2000,9,0.0938,0.194
Current,C,4000,9,0.175,0.194
Current,D,1000,10,0.119,0.194
Current,E,4000,8,0.236,0.194
Default,HR,2800,10,0.45,0.194
Late,C,7000,9,0.2375,0.194
Late,B,11800,10,0.2,0.194
Current,C,5000,10,0.12,0.195
Current,C,2100,8,0.15,0.195
Current,HR,3001,9,0.3575,0.195
Current,B,8000,9,0.15,0.196
Current,C,6500,8,0.1775,0.196
Current,C,5500,10,0.104,0.196
Current,E,8000,9,0.2075,0.196
Current,HR,2500,10,0.275,0.196
Late,C,7200,10,0.135,0.196
Current,A,3000,8,0.13,0.197
Current,D,4000,10,0.21,0.197
Current,D,8000,9,0.22,0.197
Current,E,3400,9,0.24,0.197
Late,HR,5000,10,0.2375,0.197
Current,A,6000,9,0.145,0.198
Current,C,10000,11,0.12,0.198
Current,D,3000,8,0.1915,0.198
Current,E,1000,8,0.2,0.198
Current,E,3001,9,0.2375,0.198
Current,HR,1000,10,0.2,0.198
Current,A,12000,10,0.0875,0.199
Current,A,5000,8,0.1172,0.199
Current,C,4000,8,0.15,0.199
Current,D,3100,8,0.1775,0.199
Current,A,3700,6,0.1,0.2
Current,A,9000,6,0.125,0.2
Current,A,5000,5,0.1,0.2
Current,A,4000,4,0.1195,0.2
Current,A,3000,3,0.0895,0.2
Current,A,12200,3,0.1195,0.2
Current,A,3600,3,0.0999,0.2
Current,A,5500,6,0.09,0.2
Current,A,7175,5,0.11,0.2
Current,A,5000,4,0.114,0.2
Current,A,15000,3,0.1125,0.2
Current,A,15000,2,0.13,0.2
Current,A,25000,7,0.133,0.2
Current,A,2200,3,0.0795,0.2
Current,A,8000,8,0.1091,0.2
Current,A,8000,2,0.1075,0.2
Current,A,13000,2,0.14,0.2
Current,A,9900,8,0.1313,0.2
Current,A,6500,1,0.089,0.2
Current,AA,7000,1,0.0839,0.2
Current,AA,1000,1,0.0795,0.2
Current,AA,8000,7,0.14,0.2
Current,AA,4500,5,0.085,0.2
Current,AA,5000,6,0.0894,0.2
Current,AA,7999,6,0.0899,0.2
Current,AA,4000,5,0.102,0.2
Current,AA,7500,6,0.0872,0.2
Current,AA,7500,1,0.079,0.2
Current,AA,5000,7,0.09,0.2
Current,B,11400,7,0.133,0.2
Current,B,8000,3,0.11,0.2
Current,B,7000,5,0.218,0.2
Current,B,14000,1,0.138,0.2
Current,B,10000,5,0.1395,0.2
Current,B,5000,5,0.1295,0.2
Current,B,7050,3,0.1025,0.2
Current,B,6000,3,0.129,0.2
Current,B,15000,3,0.125,0.2
Current,B,7300,5,0.143,0.2
Current,B,5500,7,0.137,0.2
Current,B,10000,4,0.145,0.2
Current,B,1900,4,0.098,0.2
Current,B,3000,7,0.163,0.2
Current,B,8000,3,0.17,0.2
Current,B,24000,5,0.14,0.2
Current,B,1600,2,0.17,0.2
Current,B,12000,1,0.1175,0.2
Current,B,5800,2,0.1,0.2
Current,B,4500,1,0.1079,0.2
Current,B,14000,3,0.125,0.2
Current,C,10000,4,0.15,0.2
Current,C,3000,2,0.2,0.2
Current,C,12610,4,0.16,0.2
Current,C,1900,9,0.16,0.2
Current,C,9000,8,0.175,0.2
Current,C,4500,2,0.18,0.2
Current,C,3500,6,0.165,0.2
Current,C,8000,5,0.25,0.2
Current,C,5000,6,0.14,0.2
Current,C,3150,3,0.12,0.2
Current,C,10001,6,0.19,0.2
Current,C,2500,5,0.15,0.2
Current,C,2500,4,0.15,0.2
Current,C,3000,5,0.16,0.2
Current,C,1000,6,0.1575,0.2
Current,C,7800,8,0.1975,0.2
Current,C,6001,7,0.175,0.2
Current,C,3600,4,0.125,0.2
Current,C,12000,6,0.1562,0.2
Current,C,2300,5,0.1288,0.2
Current,C,2700,1,0.16,0.2
Current,C,5500,3,0.128,0.2
Current,C,5995,7,0.185,0.2
Current,C,2550,3,0.125,0.2
Current,C,6500,7,0.155,0.2
Current,C,4000,6,0.1401,0.2
Current,C,10000,4,0.239,0.2
Current,C,1200,4,0.17,0.2
Current,C,3000,4,0.18,0.2
Current,C,10000,4,0.2,0.2
Current,C,1900,5,0.1395,0.2
Current,C,7000,3,0.1365,0.2
Current,C,5000,6,0.17,0.2
Current,C,3000,3,0.153,0.2
Current,C,5500,3,0.165,0.2
Current,D,5000,11,0.13,0.2
Current,D,7500,7,0.18,0.2
Current,D,2000,7,0.1795,0.2
Current,D,3001,5,0.1949,0.2
Current,D,4360,5,0.15,0.2
Current,D,1000,7,0.1775,0.2
Current,D,4300,4,0.175,0.2
Current,D,1000,3,0.2,0.2
Current,D,9000,3,0.2,0.2
Current,D,1150,11,0.1075,0.2
Current,D,3500,2,0.19,0.2
Current,D,3001,10,0.19,0.2
Current,D,5000,5,0.1695,0.2
Current,D,2000,8,0.225,0.2
Current,D,6000,8,0.165,0.2
Current,D,17725,4,0.2175,0.2
Current,D,2999,8,0.19,0.2
Current,D,4000,6,0.1588,0.2
Current,D,4000,5,0.22,0.2
Current,D,1000,5,0.1403,0.2
Current,D,2100,8,0.2375,0.2
Current,D,2000,1,0.1625,0.2
Current,D,5350,4,0.197,0.2
Current,D,4500,4,0.189,0.2
Current,D,1500,7,0.129,0.2
Current,D,3000,6,0.167,0.2
Current,D,5000,6,0.2475,0.2
Current,D,10000,2,0.1725,0.2
Current,D,6001,1,0.2,0.2
Current,D,5000,4,0.185,0.2
Current,D,5000,3,0.1975,0.2
Current,D,4950,4,0.17,0.2
Current,D,2500,4,0.17,0.2
Current,D,2800,4,0.2135,0.2
Current,D,2500,1,0.2,0.2
Current,D,6100,1,0.173,0.2
Current,D,5500,4,0.19,0.2
Current,D,7500,5,0.22,0.2
Current,D,5000,0,0.1742,0.2
Current,D,7500,2,0.2,0.2
Current,D,1900,2,0.2,0.2
Current,D,6001,9,0.22,0.2
Current,D,4950,1,0.12,0.2
Current,D,5000,4,0.15,0.2
Current,E,1000,1,0.18,0.2
Current,E,3000,8,0.22,0.2
Current,E,5000,1,0.01,0.2
Current,E,4000,1,0.229,0.2
Current,E,2800,3,0.265,0.2
Current,E,1000,2,0.15,0.2
Current,E,8000,7,0.2875,0.2
Current,E,2000,3,0.15,0.2
Current,E,1200,2,0.15,0.2
Current,E,3000,3,0.259,0.2
Current,E,2000,3,0.218,0.2
Current,E,2500,3,0.15,0.2
Current,E,1000,3,0.23,0.2
Current,E,3000,4,0.29,0.2
Current,E,3000,6,0.2875,0.2
Current,E,2550,6,0.28,0.2
Current,E,3800,4,0.275,0.2
Current,E,3500,3,0.24,0.2
Current,E,2440,4,0.24,0.2
Current,E,2000,6,0.279,0.2
Current,E,3000,8,0.2375,0.2
Current,E,1500,7,0.215,0.2
Current,E,3000,3,0.24,0.2
